customer_id,group,revenue_pre_w1,revenue_pre_w2,revenue_pre_w3,revenue_post,engagement_score_pre_w1,engagement_score_pre_w2,engagement_score_pre_w3,engagement_score_post,support_tickets_pre_w1,support_tickets_pre_w2,support_tickets_pre_w3,support_tickets_post,customer_churned,new_customer,region,device_type
CUST_005618,Treatment,13.23,9.9,10.24,13.39,57.54,58.66,52.23,51.21,8.32,5.87,5.0,4.32,0,0,East,Mobile
CUST_004762,Control,34.82,58.4,28.98,54.99,48.91,50.33,52.47,52.12,0.89,0.74,5.16,3.8,0,0,South,Desktop
CUST_000184,Control,19.38,22.48,35.89,46.23,52.19,45.17,48.05,47.6,4.13,3.26,2.57,3.08,0,0,North,Desktop
CUST_009962,Treatment,17.21,7.07,6.24,12.56,34.05,47.63,52.31,61.2,0.34,2.39,2.13,3.21,0,0,West,Desktop
CUST_002044,Control,70.77,79.48,85.29,87.68,37.54,58.85,56.36,51.11,2.68,3.1,4.91,1.69,1,0,North,Mobile
CUST_001229,Control,29.69,27.86,27.03,37.19,51.51,51.26,42.14,36.76,1.44,0.0,0.97,1.28,0,0,West,Desktop
CUST_000843,Control,164.16,143.21,155.1,163.92,38.67,57.42,37.61,38.53,1.23,1.91,2.23,1.09,0,0,North,Desktop
CUST_001127,Control,22.68,13.91,23.48,16.92,60.94,55.92,59.94,58.03,4.86,3.37,4.93,4.15,0,0,North,Desktop
CUST_003908,Control,43.26,49.31,47.34,43.57,35.7,41.96,38.31,35.32,7.41,4.36,2.84,4.03,1,0,East,Mobile
CUST_003946,Control,23.3,14.5,13.38,7.74,45.93,37.99,58.29,53.18,1.31,1.05,0.42,4.02,0,0,West,Mobile
CUST_000952,Control,5.44,22.74,18.79,14.27,56.02,49.49,37.84,31.76,4.81,6.92,2.21,4.77,0,0,South,Mobile
CUST_002032,Control,18.23,49.95,24.04,43.12,46.16,44.62,41.45,45.41,2.22,0.0,0.0,1.76,0,0,North,Desktop
CUST_004472,Control,12.17,17.62,2.81,14.46,59.11,59.45,43.83,52.0,7.43,7.6,9.68,5.35,1,0,East,Desktop
CUST_004166,Control,125.0,115.3,127.27,131.19,50.28,46.53,23.17,25.73,5.98,6.15,4.64,7.82,0,0,North,Desktop
CUST_005565,Treatment,5.55,14.28,9.76,11.41,69.78,62.25,53.64,53.26,2.85,7.37,3.33,2.62,1,0,East,Mobile
CUST_007421,Treatment,55.49,56.23,74.55,82.13,39.62,42.36,54.56,52.51,0.7,0.62,2.72,2.75,0,0,North,Desktop
CUST_009784,Treatment,42.51,48.56,58.83,57.91,59.91,54.21,46.42,49.5,5.09,4.35,5.24,0.0,0,1,North,Desktop
CUST_004817,Control,5.48,0.0,5.32,24.42,62.97,48.9,46.47,42.36,6.97,8.37,3.34,6.53,0,0,South,Mobile
CUST_005111,Treatment,74.17,51.15,75.53,73.56,44.41,51.02,43.13,42.8,3.68,0.07,1.6,1.47,0,1,North,Desktop
CUST_007083,Treatment,190.5,201.07,198.86,207.94,50.21,44.98,37.63,34.5,6.42,7.06,7.6,3.96,0,0,South,Desktop
CUST_002688,Control,36.94,28.39,54.5,43.0,65.84,47.72,46.37,40.84,2.67,4.31,1.75,2.78,1,0,South,Mobile
CUST_001131,Control,24.62,6.55,6.0,4.73,48.99,67.37,38.88,36.02,5.78,4.54,5.25,2.7,0,0,South,Desktop
CUST_001261,Control,190.08,198.65,214.29,223.12,55.8,57.91,51.32,51.95,7.35,7.09,8.15,5.51,0,1,South,Mobile
CUST_003409,Control,44.77,50.34,54.57,49.15,59.92,59.2,45.44,46.93,4.58,5.49,3.78,1.98,0,0,South,Mobile
CUST_007405,Treatment,70.77,78.14,72.55,69.04,38.33,37.53,66.3,68.72,4.56,4.64,4.99,4.3,0,1,West,Desktop
CUST_008458,Treatment,75.55,52.16,67.17,71.37,55.58,50.44,63.2,56.82,3.3,3.39,2.58,4.29,0,0,East,Desktop
CUST_007714,Treatment,14.17,16.42,11.87,0.0,48.95,48.51,53.88,56.84,3.21,5.34,5.15,5.2,0,0,South,Desktop
CUST_009229,Treatment,10.9,14.72,2.64,11.02,45.06,45.45,64.5,55.39,4.49,3.39,5.77,3.61,0,0,West,Desktop
CUST_003937,Control,102.61,121.63,108.32,130.65,59.94,48.49,59.54,47.94,2.63,5.86,1.68,2.51,0,0,West,Tablet
CUST_001741,Control,20.81,25.56,42.27,37.35,48.18,50.6,67.97,58.81,1.11,1.64,5.93,2.34,0,1,South,Mobile
CUST_001967,Control,36.45,41.25,38.07,53.09,68.24,29.7,40.27,39.64,3.61,4.46,1.46,2.4,1,0,South,Mobile
CUST_006715,Treatment,15.32,8.08,22.09,3.63,52.22,43.61,41.37,48.74,6.24,1.44,2.71,1.22,0,0,East,Mobile
CUST_005710,Treatment,10.34,30.16,15.48,21.54,50.29,55.57,37.9,44.56,4.74,1.65,5.46,5.06,1,1,South,Desktop
CUST_008451,Treatment,78.95,72.84,89.41,98.76,55.96,36.61,46.76,42.35,5.24,4.97,3.03,2.0,0,0,South,Desktop
CUST_005394,Treatment,280.53,292.53,301.9,335.57,51.31,46.05,51.55,53.83,5.02,5.87,4.58,3.74,0,0,West,Desktop
CUST_003868,Control,35.06,18.89,10.09,19.54,54.55,36.89,51.18,42.09,10.41,8.35,8.15,7.39,0,0,West,Mobile
CUST_000904,Control,40.35,27.57,36.81,57.21,50.99,56.82,45.78,48.52,8.68,2.87,2.51,2.15,1,0,South,Desktop
CUST_007937,Treatment,137.79,158.33,159.4,171.69,57.88,57.3,52.5,41.56,4.75,5.04,5.19,3.57,0,1,North,Mobile
CUST_006085,Treatment,46.44,38.61,34.58,26.22,35.46,43.68,55.03,56.93,3.26,3.9,0.0,0.0,0,0,North,Desktop
CUST_008422,Treatment,189.43,191.39,202.78,229.68,49.83,62.19,40.06,46.11,0.97,3.24,2.15,1.74,0,0,North,Mobile
CUST_003058,Control,46.67,46.27,85.99,63.47,58.87,52.51,46.59,42.97,4.62,5.96,6.73,7.98,0,0,East,Mobile
CUST_007139,Treatment,101.89,89.24,79.72,105.0,47.26,47.28,39.06,44.38,1.97,6.07,3.3,5.98,0,0,North,Mobile
CUST_008038,Treatment,20.17,7.13,22.5,24.89,55.4,56.97,50.04,46.0,0.55,0.0,1.75,0.0,0,1,North,Mobile
CUST_000388,Control,5.74,0.0,21.06,0.0,53.66,28.69,48.27,53.02,6.61,5.16,3.56,2.66,1,0,West,Mobile
CUST_002375,Control,53.4,49.9,39.59,44.47,49.51,67.99,43.66,43.22,0.23,1.35,2.03,0.49,0,1,South,Mobile
CUST_003554,Control,29.64,16.62,8.1,12.64,42.97,45.54,46.23,54.0,6.45,4.58,7.68,5.96,0,0,South,Mobile
CUST_006294,Treatment,67.16,81.02,62.1,67.59,52.39,56.21,49.59,47.67,0.0,1.76,1.85,2.52,0,1,North,Desktop
CUST_004779,Control,22.93,19.88,15.31,20.11,65.11,46.77,46.82,49.89,3.03,0.14,5.56,2.89,0,0,North,Desktop
CUST_004663,Control,23.31,20.76,19.81,31.8,41.14,43.66,43.48,47.53,8.18,5.77,4.65,6.78,0,0,West,Desktop
CUST_002330,Control,5.98,0.0,9.01,14.49,55.18,37.27,66.3,63.83,1.26,3.3,3.42,1.66,0,0,East,Tablet
CUST_002477,Control,63.38,63.68,75.05,81.05,39.56,58.59,62.08,68.32,3.39,1.91,0.44,4.02,0,0,East,Desktop
CUST_006450,Treatment,25.7,0.0,13.71,13.52,45.44,55.34,53.09,49.75,8.68,5.15,5.93,6.82,0,0,South,Desktop
CUST_006564,Treatment,59.62,72.36,65.85,77.75,53.72,50.68,50.48,45.39,0.31,5.36,1.62,0.0,1,0,East,Mobile
CUST_001474,Control,48.57,55.67,57.78,61.58,36.13,69.48,50.65,47.39,4.28,5.04,5.92,2.74,0,0,East,Mobile
CUST_005412,Treatment,40.89,43.9,44.22,52.27,66.78,63.19,38.62,39.32,2.58,1.9,4.74,2.86,0,1,East,Desktop
CUST_001916,Control,174.52,163.86,176.2,193.59,43.47,50.55,40.22,37.86,1.67,1.94,2.91,1.08,1,0,South,Mobile
CUST_007076,Treatment,46.1,49.54,57.67,43.11,42.35,40.53,49.43,49.54,3.83,5.1,4.6,5.83,0,0,North,Desktop
CUST_002937,Control,88.15,73.1,98.85,97.02,56.62,44.63,54.29,59.31,3.81,2.86,1.46,0.49,0,0,South,Mobile
CUST_002360,Control,10.14,6.89,13.98,18.14,47.55,50.07,51.88,46.68,2.89,2.87,0.4,0.0,0,1,North,Mobile
CUST_006982,Treatment,14.72,23.58,21.04,13.39,41.23,40.06,43.9,42.46,5.96,4.87,5.61,4.37,0,0,West,Desktop
CUST_001900,Control,172.94,181.37,182.04,206.12,50.31,44.29,68.02,62.48,1.83,4.44,0.61,1.33,0,0,South,Mobile
CUST_003259,Control,112.08,116.9,118.73,134.1,31.91,55.15,55.47,51.53,3.88,5.06,4.08,3.73,0,0,North,Desktop
CUST_007732,Treatment,114.19,124.51,127.01,134.62,52.49,31.5,43.47,44.88,5.45,6.6,2.95,5.98,0,0,North,Mobile
CUST_000461,Control,36.6,35.76,32.68,56.6,40.77,48.22,68.74,77.73,1.88,2.08,0.28,0.65,0,0,West,Desktop
CUST_008245,Treatment,15.88,23.11,6.94,11.26,47.46,68.14,43.37,36.79,4.48,5.72,2.88,1.92,0,0,North,Mobile
CUST_001194,Control,18.41,31.96,21.51,13.56,37.79,59.54,41.32,39.34,1.46,3.97,2.76,1.37,0,0,North,Desktop
CUST_006551,Treatment,58.66,63.61,37.64,67.36,36.4,56.99,49.04,57.73,4.81,5.21,3.49,3.34,0,1,North,Mobile
CUST_000886,Control,44.52,30.25,56.16,52.1,59.68,61.97,42.25,40.14,4.36,4.57,1.3,2.84,0,0,North,Desktop
CUST_008913,Treatment,90.16,73.67,94.01,86.7,62.65,45.79,46.3,42.8,3.64,5.29,0.42,1.67,0,0,West,Mobile
CUST_009139,Treatment,74.25,79.9,79.33,80.71,49.85,54.44,69.62,69.9,5.41,5.25,3.02,3.0,1,0,East,Desktop
CUST_003602,Control,1.55,19.85,26.63,5.4,57.62,41.53,65.04,62.68,6.09,5.13,5.66,2.54,0,1,East,Desktop
CUST_000344,Control,0.83,7.63,8.62,10.07,56.64,57.94,46.93,57.95,3.11,2.21,2.65,1.48,0,0,South,Mobile
CUST_005380,Treatment,100.49,92.3,99.54,102.72,61.63,29.37,51.47,50.14,5.62,3.95,7.63,6.38,0,1,East,Desktop
CUST_006434,Treatment,71.94,86.65,93.43,75.81,52.77,61.69,55.65,61.41,2.39,2.47,0.65,0.04,0,1,West,Desktop
CUST_002560,Control,88.41,79.89,87.47,84.51,48.77,39.85,43.7,42.12,3.43,1.56,3.26,2.38,0,0,East,Desktop
CUST_002194,Control,4.04,10.23,14.35,16.69,39.98,22.88,54.07,58.08,9.42,8.0,6.63,6.21,0,0,West,Desktop
CUST_004668,Control,806.01,834.55,883.64,940.92,44.54,59.7,48.5,36.2,2.4,3.85,3.48,2.65,0,1,South,Mobile
CUST_008607,Treatment,70.45,67.76,84.51,90.17,51.16,48.93,43.13,46.71,5.15,6.76,3.41,6.78,1,0,West,Mobile
CUST_005276,Treatment,12.6,22.92,32.05,9.86,68.64,39.32,46.01,40.12,1.93,1.54,4.48,1.14,0,1,West,Desktop
CUST_001778,Control,14.81,28.65,24.8,0.89,55.28,51.05,50.92,50.91,5.77,7.54,5.09,3.09,1,1,North,Mobile
CUST_001877,Control,13.41,13.47,18.11,15.94,48.92,50.07,58.36,51.74,2.58,2.88,2.25,0.0,0,0,East,Mobile
CUST_005605,Treatment,37.73,60.16,58.4,57.87,37.97,43.65,45.3,38.39,0.0,1.33,0.0,0.0,0,1,North,Tablet
CUST_000098,Control,1.18,12.42,12.36,9.45,35.53,50.2,38.65,45.63,0.84,0.13,1.32,0.0,0,1,East,Tablet
CUST_007850,Treatment,54.63,35.91,47.39,49.67,49.11,41.31,50.92,49.01,3.96,2.77,4.82,2.27,0,0,North,Mobile
CUST_006209,Treatment,24.67,9.61,17.89,25.83,48.38,55.26,62.01,65.31,3.67,5.23,3.43,3.72,0,0,South,Desktop
CUST_000315,Control,30.85,33.03,42.76,44.33,62.15,50.38,57.84,69.18,2.36,1.42,0.0,1.27,0,1,North,Desktop
CUST_004711,Control,33.14,30.44,27.28,54.06,51.52,49.05,42.01,46.82,3.58,5.15,4.22,6.18,1,1,East,Desktop
CUST_009788,Treatment,21.47,11.98,10.8,30.94,44.38,43.46,47.0,42.8,1.46,0.59,0.0,1.94,0,0,West,Mobile
CUST_003810,Control,83.15,90.24,87.94,96.96,51.0,40.54,59.66,62.68,5.63,1.87,1.57,2.33,0,0,South,Desktop
CUST_004054,Control,46.99,46.36,45.89,52.09,58.92,57.95,31.1,33.77,2.27,2.4,0.0,2.21,0,0,North,Tablet
CUST_009155,Treatment,54.3,62.16,50.49,69.57,55.74,50.93,43.71,33.87,1.74,2.91,4.36,3.4,0,0,West,Mobile
CUST_008158,Treatment,80.66,92.24,94.38,96.13,43.39,58.96,47.78,52.99,5.78,5.89,6.74,4.0,1,0,South,Desktop
CUST_007220,Treatment,98.7,120.72,136.21,127.13,50.26,59.54,58.31,59.46,2.86,0.0,2.51,0.93,0,0,North,Desktop
CUST_007670,Treatment,21.0,24.51,25.68,34.4,43.28,52.39,43.92,46.89,5.65,6.31,3.9,0.68,0,0,South,Mobile
CUST_006313,Treatment,10.54,2.14,16.89,0.02,54.62,49.03,61.06,62.72,2.26,1.3,1.71,0.59,1,0,West,Tablet
CUST_002406,Control,14.18,5.04,11.88,8.77,50.85,40.26,64.52,64.19,5.13,4.74,3.46,1.91,1,0,East,Mobile
CUST_001697,Control,11.33,14.78,13.6,17.54,41.51,47.22,45.94,47.26,4.07,3.05,3.15,1.39,1,0,North,Desktop
CUST_004362,Control,15.27,24.36,29.59,38.78,42.94,62.33,54.61,48.62,4.64,6.19,2.91,5.53,1,1,North,Tablet
CUST_001391,Control,74.88,56.03,67.9,69.13,50.83,43.14,63.66,62.13,3.95,2.48,3.2,1.2,0,0,South,Mobile
CUST_005635,Treatment,19.07,10.47,13.81,32.35,24.54,52.22,55.78,52.03,3.82,4.26,3.72,4.92,0,0,East,Desktop
CUST_005296,Treatment,93.94,109.02,106.19,108.67,45.83,61.6,72.73,67.91,4.62,2.97,6.16,4.21,0,0,North,Desktop
CUST_005404,Treatment,10.9,22.72,16.33,15.04,57.61,57.88,44.49,33.9,6.28,4.26,5.5,5.91,0,0,West,Desktop
CUST_002832,Control,170.9,170.02,176.07,187.22,66.59,66.25,48.77,44.0,4.77,3.38,3.35,4.83,0,0,West,Desktop
CUST_005405,Treatment,27.67,20.49,20.73,26.41,66.55,38.15,45.31,46.1,5.48,3.41,5.17,3.46,1,0,North,Mobile
CUST_000040,Control,41.14,41.79,45.28,62.3,46.66,48.97,61.29,58.37,4.65,4.28,3.33,3.14,1,0,South,Desktop
CUST_001325,Control,11.64,15.48,13.65,14.18,65.73,57.45,46.94,39.86,3.18,4.17,1.45,2.85,1,0,East,Desktop
CUST_004521,Control,22.86,19.17,11.24,20.15,70.01,59.33,49.05,44.61,7.21,7.87,2.13,3.91,1,0,West,Mobile
CUST_009332,Treatment,37.24,57.22,39.92,56.92,48.3,64.49,41.05,38.21,4.1,2.19,2.62,1.16,0,0,West,Desktop
CUST_002675,Control,18.19,24.49,18.68,34.15,50.82,40.84,46.44,45.67,5.98,3.51,1.93,0.89,1,0,North,Desktop
CUST_007155,Treatment,188.43,208.84,214.99,214.94,61.63,43.33,58.24,63.06,6.1,2.46,3.85,3.35,0,0,South,Desktop
CUST_007389,Treatment,1.27,0.0,13.97,3.12,59.45,47.88,49.6,56.34,6.89,6.83,6.32,2.05,1,0,South,Tablet
CUST_008556,Treatment,42.46,30.59,35.92,38.12,49.71,46.01,53.29,48.16,4.51,5.22,6.14,5.09,0,1,South,Desktop
CUST_005304,Treatment,39.33,48.66,38.65,37.8,59.62,47.38,45.98,45.24,2.95,4.07,0.0,2.88,0,0,West,Mobile
CUST_009855,Treatment,36.18,57.24,53.26,70.73,50.36,47.67,53.11,53.06,5.5,5.4,1.93,4.68,1,0,East,Desktop
CUST_002924,Control,16.86,18.91,36.75,20.76,54.27,57.38,55.15,47.2,3.14,1.68,1.92,4.19,1,0,East,Desktop
CUST_003668,Control,34.42,47.8,38.23,50.72,52.54,56.42,37.09,43.32,0.0,0.0,0.29,0.0,0,1,South,Mobile
CUST_006978,Treatment,27.92,25.13,27.03,14.06,52.12,59.63,51.13,60.12,0.23,0.84,0.59,3.2,0,0,East,Tablet
CUST_009668,Treatment,49.6,45.16,60.01,75.41,68.74,40.38,38.15,41.83,4.33,3.79,1.03,2.26,1,0,North,Mobile
CUST_007582,Treatment,12.52,13.61,11.63,9.67,58.67,50.31,70.16,81.87,2.09,3.09,0.0,0.0,1,0,North,Tablet
CUST_000102,Control,30.31,11.49,29.39,36.55,45.97,39.86,43.81,40.0,4.2,3.26,3.61,4.66,0,1,South,Mobile
CUST_001315,Control,169.08,190.12,202.28,215.67,62.94,44.55,57.15,55.94,1.64,5.4,5.39,2.02,0,1,East,Mobile
CUST_007930,Treatment,25.61,10.32,0.0,13.44,62.01,64.83,46.09,41.73,6.73,8.12,6.49,5.14,0,0,East,Mobile
CUST_001441,Control,15.13,11.53,17.21,26.25,55.48,46.49,41.49,42.58,0.71,3.61,1.97,4.08,0,1,North,Desktop
CUST_009552,Treatment,13.26,19.11,22.15,26.45,37.3,43.57,43.36,51.18,2.2,2.39,3.1,4.19,0,1,North,Mobile
CUST_003918,Control,126.93,133.8,138.99,139.56,61.13,51.64,54.55,47.9,3.0,2.72,3.47,2.39,1,0,South,Tablet
CUST_008396,Treatment,38.81,36.37,25.37,29.05,64.19,59.69,30.28,27.96,0.0,1.12,2.07,0.27,0,0,East,Mobile
CUST_004716,Control,155.24,161.04,169.52,173.82,49.84,25.95,60.62,52.13,1.98,2.9,2.89,0.0,0,0,West,Mobile
CUST_007794,Treatment,23.56,12.37,30.34,27.74,52.07,55.9,45.49,43.84,5.59,4.73,1.89,2.97,0,1,South,Desktop
CUST_003637,Control,22.85,22.96,20.09,22.11,62.35,51.49,48.35,45.35,7.5,4.36,4.09,0.0,1,1,West,Desktop
CUST_004372,Control,22.44,3.39,8.44,17.48,34.55,49.19,53.17,43.4,6.09,4.57,7.94,4.63,0,0,West,Desktop
CUST_007944,Treatment,27.28,21.22,30.17,32.68,47.9,53.2,55.13,56.59,6.5,6.32,6.54,3.81,0,0,South,Desktop
CUST_000221,Control,44.02,52.64,50.48,59.35,22.0,59.81,60.29,66.21,9.22,6.45,3.45,5.75,0,1,North,Mobile
CUST_002122,Control,45.7,51.08,40.52,42.04,48.56,44.16,42.44,37.38,4.58,5.94,1.38,2.22,0,0,East,Mobile
CUST_005548,Treatment,11.24,6.68,8.16,0.0,62.86,43.82,49.96,43.31,0.87,0.0,0.0,1.94,0,0,South,Mobile
CUST_006976,Treatment,15.4,24.14,29.2,35.99,54.54,60.3,45.79,49.45,5.86,3.91,3.94,6.71,0,0,North,Mobile
CUST_001573,Control,51.34,61.39,52.34,51.57,64.43,54.89,53.05,55.85,3.78,2.61,4.71,6.21,0,0,East,Desktop
CUST_001164,Control,12.45,13.89,2.71,20.48,74.13,57.35,36.81,42.0,3.26,4.34,0.93,4.85,0,0,South,Desktop
CUST_007295,Treatment,21.36,28.01,27.03,45.09,58.69,58.18,56.77,53.56,2.67,3.17,0.31,0.52,0,0,North,Desktop
CUST_008996,Treatment,42.81,51.56,63.86,49.74,58.24,72.34,68.47,68.55,2.66,1.96,1.44,0.54,0,0,North,Mobile
CUST_004809,Control,20.13,8.92,15.29,22.79,40.84,43.42,40.02,44.18,0.42,3.61,3.27,4.67,0,0,West,Desktop
CUST_005596,Treatment,48.22,36.56,40.46,40.26,46.8,49.65,53.56,60.42,8.42,9.03,4.87,9.56,1,1,East,Desktop
CUST_000232,Control,26.08,28.8,35.45,27.93,41.11,66.94,42.61,47.89,3.05,0.09,5.94,2.06,0,0,East,Desktop
CUST_007260,Treatment,47.31,73.89,65.48,89.07,52.79,37.46,59.08,41.53,6.46,4.65,1.1,4.21,1,0,South,Tablet
CUST_007559,Treatment,22.9,0.0,15.41,11.54,51.63,41.43,63.8,57.57,0.14,1.02,2.28,0.66,0,0,West,Mobile
CUST_005410,Treatment,18.7,9.83,24.22,11.76,57.14,47.84,42.29,44.52,6.03,4.24,1.9,5.01,1,1,North,Desktop
CUST_002018,Control,42.48,35.13,33.68,25.74,58.31,61.68,38.71,44.45,3.9,3.27,3.63,2.21,0,0,East,Tablet
CUST_006814,Treatment,22.57,26.32,36.3,32.78,42.23,41.62,37.31,43.66,5.85,0.05,0.76,3.63,0,0,South,Desktop
CUST_005471,Treatment,13.66,15.97,7.79,22.02,57.9,45.28,55.75,61.72,3.12,2.35,0.72,0.71,0,0,North,Desktop
CUST_004533,Control,34.59,26.5,36.46,58.17,62.77,59.89,40.9,38.35,1.1,0.0,1.08,0.0,0,0,North,Mobile
CUST_006651,Treatment,16.42,23.09,17.42,10.72,55.57,59.33,55.61,58.52,0.0,0.27,1.8,0.0,0,0,South,Mobile
CUST_009965,Treatment,32.06,39.06,25.0,34.75,56.71,73.65,57.19,54.7,1.24,1.62,0.79,2.19,0,0,West,Desktop
CUST_008085,Treatment,210.71,236.43,245.43,263.61,54.77,57.77,43.88,40.83,4.54,3.91,2.47,2.44,0,0,South,Desktop
CUST_007374,Treatment,105.17,104.21,130.17,109.91,55.58,30.99,36.64,41.84,1.4,0.0,0.46,0.91,0,0,South,Desktop
CUST_003316,Control,27.84,33.23,45.48,31.39,44.88,55.59,67.41,68.41,6.08,5.05,4.04,0.34,1,0,South,Desktop
CUST_000540,Control,55.18,49.32,44.88,61.02,56.01,52.68,47.61,52.22,3.6,3.97,4.6,0.39,0,0,West,Desktop
CUST_008856,Treatment,52.57,57.78,43.12,47.85,24.37,45.35,33.64,32.72,9.68,1.64,3.2,3.65,0,0,East,Tablet
CUST_001629,Control,36.77,40.68,47.22,59.46,43.26,40.4,39.41,37.91,3.0,2.47,0.58,1.59,0,0,South,Desktop
CUST_007726,Treatment,21.26,23.0,30.64,33.82,71.22,38.32,61.18,56.47,0.89,4.58,3.6,1.37,0,0,East,Tablet
CUST_001285,Control,18.27,0.7,30.03,14.26,45.63,51.58,58.03,62.43,1.62,0.04,2.02,1.99,1,0,North,Tablet
CUST_007784,Treatment,21.23,0.0,8.93,5.26,54.58,39.94,49.42,52.25,7.21,7.94,6.72,4.49,0,0,East,Desktop
CUST_006917,Treatment,566.87,611.38,638.15,693.06,36.13,36.5,49.31,43.23,6.06,7.13,5.67,4.24,0,0,East,Desktop
CUST_009116,Treatment,8.08,0.0,0.0,2.22,55.81,39.78,44.61,53.16,3.38,3.35,3.12,4.75,0,0,North,Mobile
CUST_009918,Treatment,22.66,22.08,26.9,23.72,68.73,37.81,42.14,43.44,2.83,4.06,4.41,0.94,0,0,South,Mobile
CUST_002452,Control,10.93,19.47,20.86,20.05,45.6,51.79,48.65,52.94,5.41,1.33,3.39,4.48,0,0,North,Mobile
CUST_008551,Treatment,139.0,126.45,137.11,156.04,60.27,61.36,58.07,46.07,8.9,10.48,4.66,6.66,0,0,North,Desktop
CUST_008872,Treatment,50.14,39.06,56.1,54.49,52.58,62.05,48.85,41.17,2.62,1.29,1.11,3.3,0,0,West,Desktop
CUST_006909,Treatment,160.09,166.99,173.24,164.97,53.3,50.4,60.04,66.35,3.33,6.0,6.61,4.11,0,0,North,Mobile
CUST_007887,Treatment,0.53,8.58,3.53,10.28,38.45,38.39,57.7,61.12,0.12,4.09,1.95,0.26,0,1,South,Mobile
CUST_004311,Control,48.3,59.44,48.22,47.68,51.04,43.46,49.78,56.74,5.71,3.82,3.85,0.0,0,0,West,Desktop
CUST_005977,Treatment,31.62,28.74,24.81,21.99,34.91,43.51,50.11,53.58,2.24,6.71,4.11,2.26,0,0,West,Mobile
CUST_005696,Treatment,26.75,26.11,34.1,39.59,63.86,51.01,38.58,33.44,3.42,6.91,5.56,4.31,0,0,West,Mobile
CUST_000162,Control,31.72,22.01,18.18,39.75,36.43,42.63,46.63,58.14,4.39,0.86,0.98,0.68,0,1,South,Desktop
CUST_007270,Treatment,25.54,19.45,25.42,26.12,41.63,53.14,50.72,56.58,4.82,1.59,3.42,3.04,0,0,West,Desktop
CUST_003561,Control,139.56,117.11,138.06,148.16,49.69,51.68,47.84,52.27,3.4,3.88,3.61,2.53,0,0,East,Mobile
CUST_004679,Control,7.31,11.18,12.78,3.95,46.45,48.42,59.65,64.35,1.93,1.44,0.36,2.34,0,1,East,Desktop
CUST_008354,Treatment,8.63,17.0,0.0,20.6,47.19,56.06,36.22,35.69,5.38,3.6,2.72,3.53,0,1,North,Desktop
CUST_006054,Treatment,27.01,2.79,10.2,0.0,48.11,50.21,45.35,43.96,10.32,4.59,5.83,3.95,0,0,West,Mobile
CUST_001280,Control,47.74,57.59,52.27,54.14,44.07,46.37,39.73,46.42,10.18,5.72,7.18,6.34,0,0,North,Mobile
CUST_003034,Control,167.73,142.1,152.44,168.59,42.97,51.93,63.93,46.4,5.64,4.82,5.43,3.97,0,0,North,Mobile
CUST_008709,Treatment,12.61,6.89,3.76,4.4,40.08,54.07,60.73,51.71,7.22,4.25,2.12,4.39,0,0,South,Mobile
CUST_006243,Treatment,73.28,78.98,73.05,74.11,56.33,57.81,49.43,40.99,0.53,3.87,0.0,0.72,0,0,North,Mobile
CUST_009727,Treatment,33.76,31.79,32.4,26.37,43.51,52.72,48.71,43.62,3.31,3.13,4.31,4.19,0,0,East,Desktop
CUST_009126,Treatment,71.61,68.83,71.57,99.58,50.58,49.72,56.85,55.95,3.05,2.79,4.32,2.12,0,0,South,Desktop
CUST_003384,Control,11.97,11.5,8.25,0.0,38.6,33.93,42.62,36.74,3.51,2.65,6.33,3.34,0,0,North,Desktop
CUST_000925,Control,42.87,48.24,34.61,39.58,47.56,68.48,41.7,38.67,4.68,2.97,2.34,2.52,0,0,West,Mobile
CUST_007704,Treatment,46.83,72.59,59.16,75.8,64.35,48.45,41.85,48.08,1.85,2.59,2.73,1.93,0,0,West,Desktop
CUST_007960,Treatment,115.41,111.68,129.92,130.22,49.9,45.84,40.3,43.16,5.88,9.36,9.81,5.47,0,0,East,Tablet
CUST_007315,Treatment,68.12,83.72,84.06,89.13,45.07,44.67,46.66,47.51,7.35,6.85,5.92,5.38,0,0,South,Desktop
CUST_000771,Control,69.63,56.12,71.34,61.18,41.97,45.28,55.12,48.5,3.92,3.38,1.6,5.22,0,0,South,Desktop
CUST_005834,Treatment,13.32,24.38,8.83,19.89,50.58,36.12,68.54,65.45,6.76,6.63,8.17,4.76,0,0,East,Mobile
CUST_003435,Control,22.97,17.56,19.71,5.02,74.41,36.95,55.7,57.2,6.86,3.32,3.72,2.39,0,1,West,Mobile
CUST_009561,Treatment,22.71,38.61,36.96,41.52,67.48,45.76,49.14,50.18,10.29,11.13,6.54,3.88,1,1,North,Desktop
CUST_008815,Treatment,63.12,66.31,78.76,70.16,52.62,41.52,32.0,38.8,2.28,7.77,3.77,5.0,0,0,South,Desktop
CUST_000696,Control,22.6,22.9,24.09,24.14,48.75,51.92,46.4,42.88,1.84,2.84,0.74,3.29,0,0,West,Desktop
CUST_002262,Control,30.25,32.34,37.1,49.88,45.47,54.93,64.48,58.66,1.5,0.91,0.61,1.19,0,0,South,Mobile
CUST_003307,Control,19.41,13.41,23.88,19.82,49.18,49.48,40.24,38.76,5.82,6.64,7.68,4.62,0,0,North,Desktop
CUST_009769,Treatment,23.09,12.78,23.29,8.06,61.95,40.1,28.97,34.68,4.54,4.69,3.29,0.0,0,0,East,Desktop
