customer_id,group,revenue_pre_w1,revenue_pre_w2,revenue_pre_w3,revenue_post,engagement_tier,region,device_type,plan_type,tenure_months,new_customer
CUST_001267,Control,19.37,42.86,25.07,29.65,low,North,Tablet,Basic,5,1
CUST_001268,Treatment,16.23,12.21,16.72,11.68,medium,East,Desktop,Basic,15,0
CUST_001269,Treatment,28.58,27.26,45.9,40.98,medium,East,Desktop,Basic,47,0
CUST_001270,Control,65.49,67.0,73.68,93.63,medium,West,Desktop,Premium,4,1
CUST_001271,Treatment,53.44,44.38,35.01,44.79,medium,West,Mobile,Basic,3,1
CUST_001272,Control,16.69,7.6,8.78,2.58,low,West,Mobile,Basic,3,1
CUST_001273,Control,0.0,23.16,20.25,24.99,low,North,Desktop,Basic,11,0
CUST_001274,Treatment,101.08,111.88,128.02,142.04,high,West,Mobile,Premium,23,0
CUST_001275,Treatment,48.73,36.88,54.15,38.48,low,East,Desktop,Premium,1,1
CUST_001276,Treatment,77.05,77.46,56.47,104.2,high,West,Desktop,Basic,17,0
CUST_001277,Control,18.23,8.62,43.2,35.07,low,East,Desktop,Basic,36,0
CUST_001278,Control,39.35,35.37,29.71,28.87,low,East,Mobile,Basic,26,0
CUST_001279,Treatment,28.33,28.58,13.46,7.52,medium,West,Tablet,Basic,2,1
CUST_001280,Control,25.59,25.08,21.88,10.58,low,East,Desktop,Basic,15,0
CUST_001281,Control,15.69,33.84,14.25,39.84,low,West,Mobile,Basic,12,0
CUST_001282,Treatment,42.02,39.87,64.3,71.6,high,South,Desktop,Basic,7,0
CUST_001283,Control,43.13,55.41,54.46,47.41,medium,North,Tablet,Basic,15,0
CUST_001284,Control,15.67,24.26,12.87,31.5,low,East,Mobile,Basic,19,0
CUST_001285,Treatment,22.15,19.8,21.72,21.56,low,East,Desktop,Basic,8,0
CUST_001286,Treatment,25.21,60.62,37.44,58.52,high,West,Mobile,Basic,9,0
CUST_001287,Control,20.05,26.55,33.92,22.16,medium,West,Mobile,Basic,3,1
CUST_001288,Treatment,183.24,187.48,178.89,204.18,medium,West,Tablet,Enterprise,4,1
CUST_001289,Treatment,26.84,36.11,33.98,33.27,medium,South,Desktop,Basic,33,0
CUST_001290,Control,22.29,6.48,0.99,15.95,low,East,Mobile,Basic,8,0
CUST_001291,Treatment,79.21,73.74,66.87,92.6,high,East,Tablet,Premium,14,0
CUST_001292,Control,43.32,38.47,49.81,43.7,medium,South,Mobile,Premium,1,1
CUST_001293,Treatment,35.84,31.8,27.23,17.54,low,North,Mobile,Basic,6,0
CUST_001294,Treatment,18.63,25.99,24.63,27.7,medium,West,Tablet,Basic,2,1
CUST_001295,Control,64.22,63.43,74.03,74.46,low,East,Mobile,Enterprise,16,0
CUST_001296,Control,20.38,17.82,9.94,20.94,low,East,Desktop,Basic,60,0
CUST_001297,Control,67.76,72.94,61.46,71.57,medium,North,Tablet,Premium,2,1
CUST_001298,Control,19.89,17.72,14.98,39.52,low,West,Desktop,Basic,1,1
CUST_001299,Control,56.99,67.3,85.56,83.75,high,East,Desktop,Premium,14,0
CUST_001300,Control,102.95,111.89,115.97,109.04,medium,North,Desktop,Enterprise,16,0
CUST_001301,Control,160.44,183.71,186.54,184.93,medium,West,Mobile,Enterprise,7,0
CUST_001302,Control,48.34,45.13,58.2,45.01,low,East,Desktop,Basic,5,1
CUST_001303,Treatment,18.88,21.92,16.01,45.9,medium,West,Mobile,Basic,8,0
CUST_001304,Treatment,65.83,48.12,52.86,55.92,high,West,Desktop,Basic,16,0
CUST_001305,Treatment,34.38,20.76,23.32,19.64,low,East,Desktop,Basic,3,1
CUST_001306,Treatment,14.4,10.44,6.23,23.49,low,South,Tablet,Basic,6,0
CUST_001307,Treatment,12.58,18.47,4.49,23.87,low,South,Mobile,Basic,18,0
CUST_001308,Treatment,55.51,67.8,69.05,60.67,low,South,Mobile,Enterprise,7,0
CUST_001309,Control,19.95,16.56,11.88,19.75,low,South,Desktop,Basic,26,0
CUST_001310,Control,33.78,27.63,28.35,31.8,low,South,Tablet,Premium,37,0
CUST_001311,Treatment,51.55,59.53,65.83,55.59,medium,South,Desktop,Basic,9,0
CUST_001312,Treatment,38.5,34.11,53.36,41.61,high,West,Desktop,Basic,14,0
CUST_001313,Treatment,79.97,81.75,88.48,98.59,high,East,Mobile,Premium,41,0
CUST_001314,Control,35.19,45.44,33.69,34.03,medium,South,Mobile,Basic,10,0
CUST_001315,Control,69.12,84.77,85.37,88.65,medium,North,Desktop,Premium,23,0
CUST_001316,Control,16.4,15.99,23.42,17.68,low,East,Desktop,Basic,7,0
CUST_001317,Treatment,101.93,90.59,105.45,101.76,low,North,Tablet,Enterprise,1,1
CUST_001318,Control,31.78,51.06,42.41,62.97,low,West,Desktop,Premium,8,0
CUST_001319,Treatment,253.97,266.4,277.07,319.52,high,West,Mobile,Enterprise,5,1
CUST_001320,Treatment,48.4,59.99,42.72,63.14,medium,East,Desktop,Basic,24,0
CUST_001321,Treatment,57.81,58.01,61.61,69.07,low,South,Desktop,Premium,8,0
CUST_001322,Control,36.51,30.33,30.21,40.55,low,North,Mobile,Premium,12,0
CUST_001323,Treatment,40.29,38.36,32.22,55.16,high,North,Desktop,Basic,8,0
CUST_001324,Treatment,49.62,34.33,39.25,47.89,low,West,Mobile,Enterprise,11,0
CUST_001325,Treatment,91.7,103.57,100.69,92.97,medium,East,Mobile,Enterprise,9,0
CUST_001326,Control,47.24,59.31,50.16,67.7,medium,East,Mobile,Premium,17,0
CUST_001327,Treatment,57.63,55.58,55.34,63.61,medium,West,Mobile,Premium,23,0
CUST_001328,Control,26.3,20.71,24.44,27.52,high,West,Desktop,Basic,9,0
CUST_001329,Treatment,124.5,132.17,133.64,168.31,high,East,Desktop,Enterprise,3,1
CUST_001330,Treatment,74.37,58.44,73.67,99.94,high,South,Mobile,Basic,25,0
CUST_001331,Treatment,57.93,56.17,52.46,62.66,low,West,Mobile,Premium,52,0
CUST_001332,Control,46.03,42.62,56.19,55.07,high,South,Mobile,Basic,9,0
CUST_001333,Control,54.68,42.03,68.41,63.68,high,West,Desktop,Premium,1,1
CUST_001334,Treatment,55.0,53.93,52.9,69.36,high,North,Desktop,Premium,17,0
CUST_001335,Control,44.59,24.72,46.56,35.85,low,East,Mobile,Premium,12,0
CUST_001336,Control,79.06,89.27,67.21,77.62,medium,West,Mobile,Premium,1,1
CUST_001337,Treatment,42.83,34.67,36.48,31.96,medium,North,Mobile,Basic,1,1
CUST_001338,Treatment,24.63,25.82,47.54,35.26,low,East,Mobile,Basic,26,0
CUST_001339,Treatment,35.02,39.51,26.32,52.56,medium,West,Desktop,Premium,13,0
CUST_001340,Control,45.89,37.01,33.97,48.94,low,South,Desktop,Basic,3,1
CUST_001341,Control,51.96,48.11,61.36,69.5,high,East,Desktop,Basic,35,0
CUST_001342,Control,9.95,8.29,26.67,24.06,low,North,Tablet,Basic,7,0
CUST_001343,Treatment,31.94,26.51,32.67,25.58,high,South,Mobile,Basic,6,0
CUST_001344,Treatment,209.64,206.15,219.93,233.06,medium,South,Desktop,Enterprise,10,0
CUST_001345,Treatment,44.85,48.54,37.58,59.46,low,West,Mobile,Premium,2,1
CUST_001346,Control,21.52,22.42,16.14,10.98,medium,West,Mobile,Basic,8,0
CUST_001347,Treatment,41.74,51.84,41.47,49.75,low,East,Mobile,Premium,6,0
CUST_001348,Treatment,30.56,38.8,32.81,19.34,medium,East,Mobile,Basic,12,0
CUST_001349,Treatment,39.66,73.17,53.54,66.89,medium,West,Desktop,Premium,29,0
CUST_001350,Control,59.34,58.34,48.35,72.78,low,East,Desktop,Premium,23,0
CUST_001351,Treatment,53.8,69.97,58.08,76.77,medium,North,Mobile,Premium,26,0
CUST_001352,Treatment,53.37,51.1,63.77,74.27,high,South,Desktop,Premium,3,1
CUST_001353,Treatment,18.2,26.44,21.7,21.65,low,East,Tablet,Basic,9,0
CUST_001354,Control,20.34,36.24,31.95,22.37,medium,East,Mobile,Basic,16,0
CUST_001355,Treatment,164.24,166.32,163.34,199.23,high,East,Desktop,Premium,8,0
CUST_001356,Treatment,98.18,105.81,87.82,110.62,high,West,Mobile,Premium,14,0
CUST_001357,Control,58.41,47.93,70.07,45.15,medium,East,Mobile,Premium,19,0
CUST_001358,Treatment,21.25,32.07,29.43,57.94,medium,North,Desktop,Basic,10,0
CUST_001359,Treatment,13.19,21.15,25.04,20.11,medium,North,Mobile,Basic,6,0
CUST_001360,Treatment,6.93,17.38,15.81,22.78,low,East,Desktop,Basic,1,1
CUST_001361,Control,41.41,29.0,47.51,48.78,medium,West,Mobile,Premium,6,0
CUST_001362,Control,94.01,99.98,89.53,94.63,medium,East,Mobile,Enterprise,1,1
CUST_001363,Control,31.05,28.53,43.94,48.29,medium,East,Mobile,Basic,32,0
CUST_001364,Treatment,22.09,15.92,7.85,0.0,high,West,Desktop,Basic,3,1
CUST_001365,Treatment,159.64,176.34,181.18,191.97,medium,East,Tablet,Enterprise,8,0
CUST_001366,Treatment,34.58,24.47,41.06,43.57,low,North,Tablet,Basic,3,1
CUST_001367,Control,51.7,55.99,55.14,58.05,low,East,Desktop,Premium,1,1
CUST_001368,Treatment,127.23,129.79,135.58,149.68,medium,North,Desktop,Enterprise,8,0
CUST_001369,Control,71.9,74.2,55.49,88.03,high,East,Desktop,Basic,4,1
CUST_001370,Treatment,105.85,116.52,134.52,116.28,medium,North,Mobile,Premium,16,0
CUST_001371,Treatment,29.67,39.86,33.75,47.37,low,North,Mobile,Premium,8,0
CUST_001372,Treatment,47.56,55.07,48.71,52.64,high,South,Mobile,Basic,1,1
CUST_001373,Treatment,41.14,32.92,28.23,34.07,medium,West,Desktop,Basic,12,0
CUST_001374,Control,28.23,36.77,12.33,25.0,medium,East,Mobile,Basic,60,0
CUST_001375,Control,61.79,68.94,55.44,64.9,high,West,Desktop,Basic,10,0
CUST_001376,Control,67.27,67.0,63.56,59.35,high,West,Tablet,Basic,2,1
CUST_001377,Treatment,39.48,10.23,13.48,49.49,medium,South,Desktop,Basic,1,1
CUST_001378,Treatment,100.25,98.16,101.32,135.21,medium,East,Desktop,Enterprise,2,1
CUST_001379,Treatment,47.56,42.03,18.63,38.89,medium,East,Mobile,Basic,7,0
CUST_001380,Treatment,31.82,23.26,37.88,35.75,low,West,Desktop,Premium,1,1
CUST_001381,Control,32.02,47.85,43.4,55.12,low,South,Mobile,Premium,9,0
CUST_001382,Control,31.34,40.22,36.36,42.74,medium,West,Desktop,Basic,20,0
CUST_001383,Control,10.54,30.1,15.29,23.08,low,North,Mobile,Basic,1,1
CUST_001384,Treatment,12.28,1.89,30.93,32.82,medium,West,Desktop,Basic,8,0
CUST_001385,Treatment,93.44,101.74,87.08,112.71,medium,South,Tablet,Enterprise,7,0
CUST_001386,Treatment,58.05,54.7,83.16,67.93,high,East,Desktop,Basic,31,0
CUST_001387,Treatment,68.61,70.46,65.56,91.92,medium,West,Mobile,Premium,1,1
CUST_001388,Treatment,27.48,24.23,17.38,25.48,medium,South,Desktop,Basic,1,1
CUST_001389,Treatment,31.0,21.96,18.88,26.55,low,South,Desktop,Basic,8,0
CUST_001390,Control,17.66,33.7,28.94,31.01,low,West,Mobile,Basic,28,0
CUST_001391,Treatment,30.11,44.95,40.15,51.25,low,East,Desktop,Premium,32,0
CUST_001392,Control,62.89,62.12,63.06,46.82,medium,West,Desktop,Premium,43,0
CUST_001393,Treatment,61.6,63.35,44.44,67.92,medium,North,Desktop,Premium,28,0
CUST_001394,Treatment,35.64,3.59,25.51,19.68,medium,West,Mobile,Basic,26,0
CUST_001395,Treatment,39.76,51.59,38.82,63.65,low,East,Mobile,Basic,2,1
CUST_001396,Control,69.8,69.27,86.9,83.79,low,South,Desktop,Premium,35,0
CUST_001397,Control,84.86,77.54,76.11,97.93,high,East,Mobile,Premium,12,0
CUST_001398,Treatment,59.37,50.55,50.24,46.36,medium,South,Desktop,Premium,11,0
CUST_001399,Treatment,44.18,62.99,72.75,70.71,medium,West,Desktop,Premium,29,0
CUST_001400,Control,4.54,12.92,20.26,26.82,medium,East,Mobile,Basic,52,0
CUST_001401,Control,45.08,29.81,13.27,24.65,medium,North,Desktop,Basic,2,1
CUST_001402,Treatment,56.43,61.48,60.67,66.22,medium,East,Desktop,Premium,27,0
CUST_001403,Control,25.22,29.41,30.49,11.39,low,East,Tablet,Basic,12,0
CUST_001404,Control,39.25,24.35,43.32,35.88,medium,North,Mobile,Basic,9,0
CUST_001405,Treatment,24.11,35.66,26.35,54.14,medium,West,Mobile,Basic,58,0
CUST_001406,Treatment,121.16,125.88,122.45,142.87,high,South,Desktop,Premium,8,0
CUST_001407,Treatment,35.74,33.14,26.27,29.02,medium,South,Desktop,Basic,1,1
CUST_001408,Control,14.88,16.57,11.48,16.66,low,South,Desktop,Basic,37,0
CUST_001409,Treatment,27.52,33.69,31.66,24.2,low,East,Desktop,Basic,1,1
CUST_001410,Control,18.0,12.5,15.67,29.06,low,West,Mobile,Basic,28,0
CUST_001411,Control,22.87,27.49,35.26,13.04,high,West,Desktop,Basic,4,1
CUST_001412,Control,29.81,23.66,16.71,29.55,low,South,Mobile,Basic,15,0
CUST_001413,Control,20.88,22.87,15.37,25.47,medium,North,Mobile,Basic,14,0
CUST_001414,Treatment,37.99,37.01,71.31,63.16,low,West,Tablet,Premium,3,1
CUST_001415,Control,12.44,28.66,32.1,32.75,medium,North,Desktop,Basic,1,1
CUST_001416,Control,58.12,66.91,64.35,70.57,medium,North,Mobile,Premium,35,0
CUST_001417,Control,77.93,80.77,93.4,91.1,low,North,Desktop,Enterprise,36,0
CUST_001418,Treatment,66.48,59.49,70.53,80.43,medium,East,Mobile,Premium,1,1
CUST_001419,Control,63.92,51.72,58.03,71.04,medium,East,Desktop,Premium,9,0
CUST_001420,Control,114.53,111.96,118.91,108.17,low,South,Desktop,Enterprise,5,1
CUST_001421,Control,58.73,66.19,63.17,81.15,low,East,Desktop,Enterprise,1,1
CUST_001422,Treatment,128.02,110.59,151.37,139.73,high,South,Tablet,Enterprise,12,0
CUST_001423,Control,62.1,78.01,75.5,63.96,low,East,Desktop,Premium,8,0
CUST_001424,Control,52.07,45.32,47.2,58.06,medium,West,Desktop,Premium,1,1
CUST_001425,Treatment,24.48,17.17,26.25,32.97,low,East,Desktop,Basic,1,1
CUST_001426,Control,44.83,43.3,42.86,49.13,low,North,Mobile,Premium,3,1
CUST_001427,Treatment,120.12,109.77,120.71,141.62,low,West,Desktop,Enterprise,5,1
CUST_001428,Treatment,53.73,54.17,60.64,59.07,high,North,Tablet,Premium,11,0
CUST_001429,Treatment,47.38,59.33,40.55,43.37,medium,West,Desktop,Premium,18,0
CUST_001430,Control,33.0,42.06,43.18,54.82,low,West,Desktop,Premium,7,0
CUST_001431,Control,53.94,65.67,52.22,53.28,high,North,Mobile,Basic,55,0
CUST_001432,Treatment,36.64,38.4,57.28,46.63,medium,South,Desktop,Basic,15,0
CUST_001433,Treatment,21.13,36.24,26.71,18.96,low,South,Desktop,Premium,1,1
CUST_001434,Control,163.13,173.1,167.6,168.81,high,North,Desktop,Premium,49,0
CUST_001435,Control,49.57,39.63,49.99,39.72,low,West,Mobile,Premium,5,1
CUST_001436,Control,116.58,125.8,123.86,121.03,medium,South,Mobile,Enterprise,2,1
CUST_001437,Treatment,65.3,75.38,73.4,74.61,medium,South,Desktop,Premium,23,0
CUST_001438,Treatment,36.63,24.16,12.63,45.62,medium,North,Desktop,Basic,60,0
CUST_001439,Control,26.91,33.12,41.01,39.21,medium,South,Desktop,Premium,8,0
CUST_001440,Control,16.73,10.35,22.61,21.67,medium,North,Tablet,Basic,1,1
CUST_001441,Treatment,59.64,73.93,75.39,62.15,medium,North,Desktop,Premium,24,0
CUST_001442,Treatment,9.17,18.91,8.4,7.41,low,West,Mobile,Basic,7,0
CUST_001443,Control,45.6,73.8,67.81,71.96,medium,North,Mobile,Premium,60,0
CUST_001444,Control,91.1,82.7,84.79,83.49,high,West,Desktop,Premium,16,0
CUST_001445,Treatment,50.47,49.75,49.63,56.1,medium,South,Mobile,Basic,11,0
CUST_001446,Control,56.9,72.09,69.81,77.09,high,West,Desktop,Premium,4,1
CUST_001447,Treatment,26.44,8.39,34.62,12.44,medium,South,Tablet,Basic,3,1
CUST_001448,Treatment,63.21,83.65,76.3,87.74,high,North,Mobile,Premium,35,0
CUST_001449,Control,55.84,64.2,61.48,53.17,medium,North,Desktop,Premium,46,0
CUST_001450,Control,24.57,44.0,33.26,35.5,medium,West,Mobile,Basic,1,1
CUST_001451,Control,67.18,64.24,44.76,75.99,medium,East,Desktop,Basic,1,1
CUST_001452,Control,65.83,64.44,82.34,63.76,low,South,Desktop,Enterprise,17,0
CUST_001453,Control,4.25,9.89,23.45,11.5,low,North,Mobile,Basic,60,0
CUST_001454,Treatment,50.36,41.73,50.08,22.84,medium,East,Desktop,Basic,13,0
CUST_001455,Control,24.37,17.22,44.89,32.54,low,South,Mobile,Premium,4,1
CUST_001456,Control,43.77,30.54,32.02,39.72,medium,South,Mobile,Basic,8,0
CUST_001457,Treatment,25.83,0.0,31.7,11.1,low,South,Desktop,Basic,21,0
CUST_001458,Control,27.56,34.81,31.43,40.69,high,East,Desktop,Basic,34,0
CUST_001459,Control,45.97,33.09,33.51,45.54,medium,South,Desktop,Basic,7,0
CUST_001460,Treatment,30.45,31.35,39.69,38.54,medium,East,Desktop,Basic,10,0
CUST_001461,Control,31.11,37.02,25.65,38.77,medium,North,Mobile,Basic,22,0
CUST_001462,Control,93.25,111.32,93.47,109.23,medium,North,Mobile,Enterprise,13,0
CUST_001463,Treatment,80.55,78.1,77.11,89.45,high,East,Desktop,Basic,20,0
CUST_001464,Treatment,46.55,36.05,49.52,56.65,high,South,Desktop,Basic,21,0
CUST_001465,Treatment,111.76,123.31,107.46,141.4,medium,West,Mobile,Enterprise,60,0
CUST_001466,Treatment,63.65,57.49,57.6,45.03,low,West,Desktop,Enterprise,5,1
CUST_001467,Control,31.15,41.1,33.53,39.79,low,West,Mobile,Basic,4,1
CUST_001468,Control,103.44,96.89,102.13,114.53,medium,West,Desktop,Enterprise,18,0
CUST_001469,Treatment,23.82,29.61,28.91,27.64,medium,North,Mobile,Basic,2,1
CUST_001470,Treatment,20.79,28.59,8.11,20.37,low,North,Mobile,Basic,14,0
CUST_001471,Control,48.2,59.36,56.3,69.86,medium,East,Desktop,Premium,1,1
CUST_001472,Treatment,96.54,103.42,112.71,101.08,low,North,Mobile,Enterprise,48,0
CUST_001473,Control,65.81,72.88,67.2,83.07,medium,West,Desktop,Premium,10,0
CUST_001474,Control,61.88,65.37,76.18,70.82,medium,West,Desktop,Premium,3,1
CUST_001475,Control,19.63,21.97,12.0,1.35,medium,North,Desktop,Basic,29,0
CUST_001476,Treatment,14.65,21.63,35.45,16.71,low,West,Mobile,Basic,8,0
CUST_001477,Treatment,0.17,3.26,18.34,15.93,medium,West,Mobile,Basic,1,1
CUST_001478,Control,54.44,55.66,65.02,75.93,medium,East,Desktop,Premium,21,0
CUST_001479,Control,173.18,188.62,175.83,192.54,high,West,Mobile,Enterprise,1,1
CUST_001480,Control,33.32,20.73,36.89,31.95,low,South,Desktop,Basic,1,1
CUST_001481,Treatment,129.93,125.66,121.0,137.84,medium,West,Mobile,Enterprise,1,1
CUST_001482,Treatment,25.28,17.88,18.78,4.78,low,South,Mobile,Basic,2,1
CUST_001483,Treatment,123.49,112.51,123.67,117.29,medium,North,Desktop,Enterprise,4,1
CUST_001484,Treatment,30.17,22.61,47.93,42.84,medium,North,Desktop,Basic,4,1
CUST_001485,Treatment,13.11,25.55,29.65,31.79,low,East,Mobile,Basic,1,1
CUST_001486,Treatment,56.92,62.45,62.2,71.28,medium,West,Mobile,Premium,22,0
CUST_001487,Treatment,36.01,51.21,42.11,53.79,low,North,Mobile,Premium,36,0
CUST_001488,Control,37.38,50.25,47.68,47.13,high,North,Mobile,Basic,1,1
CUST_001489,Control,14.2,26.35,21.12,15.64,low,South,Desktop,Basic,40,0
CUST_001490,Control,31.56,26.92,34.76,18.34,medium,South,Desktop,Basic,1,1
CUST_001491,Treatment,13.7,19.58,13.22,24.28,low,East,Desktop,Basic,4,1
CUST_001492,Treatment,70.06,76.28,81.35,84.68,medium,South,Desktop,Premium,9,0
CUST_001493,Treatment,40.23,29.1,36.93,33.43,medium,East,Tablet,Basic,40,0
CUST_001494,Treatment,63.51,62.42,56.64,61.69,low,West,Desktop,Enterprise,2,1
CUST_001495,Control,23.16,31.48,14.86,13.03,low,East,Desktop,Basic,23,0
CUST_001496,Control,24.72,21.16,22.94,41.59,medium,East,Tablet,Basic,37,0
CUST_001497,Treatment,15.98,18.52,15.8,24.52,medium,West,Mobile,Basic,1,1
CUST_001498,Control,142.75,135.07,131.32,148.82,medium,East,Desktop,Enterprise,5,1
CUST_001499,Treatment,15.01,16.96,19.18,20.45,low,North,Desktop,Basic,9,0
CUST_001500,Control,44.09,47.03,34.73,53.36,medium,West,Desktop,Premium,14,0
CUST_001501,Control,80.39,62.27,79.89,84.45,high,East,Mobile,Premium,14,0
CUST_001502,Control,8.39,15.83,23.85,26.23,low,West,Mobile,Basic,12,0
CUST_001503,Control,81.58,70.55,73.03,57.86,high,North,Desktop,Basic,7,0
CUST_001504,Treatment,19.82,32.75,36.1,39.64,low,South,Desktop,Premium,7,0
CUST_001505,Treatment,64.82,71.96,72.7,75.9,medium,East,Desktop,Premium,12,0
CUST_001506,Control,13.17,19.01,23.44,15.81,medium,East,Desktop,Basic,5,1
CUST_001507,Treatment,25.92,13.39,36.92,1.9,low,West,Mobile,Basic,6,0
CUST_001508,Treatment,90.91,83.23,107.35,127.37,medium,West,Desktop,Premium,16,0
CUST_001509,Treatment,39.15,29.49,23.44,44.58,low,East,Desktop,Basic,19,0
CUST_001510,Control,31.57,42.82,34.61,41.33,medium,West,Desktop,Basic,1,1
CUST_001511,Treatment,140.38,135.48,141.17,168.81,medium,East,Mobile,Enterprise,30,0
CUST_001512,Treatment,91.87,91.17,110.56,78.45,low,West,Desktop,Enterprise,1,1
CUST_001513,Treatment,33.4,28.93,41.44,47.04,high,South,Mobile,Basic,32,0
CUST_001514,Treatment,0.0,17.75,12.79,15.73,low,East,Desktop,Basic,40,0
CUST_001515,Control,39.29,43.73,47.01,38.31,low,South,Desktop,Premium,51,0
CUST_001516,Control,27.71,31.52,25.53,31.83,high,West,Mobile,Basic,6,0
CUST_001517,Control,33.74,15.99,18.36,34.86,low,North,Desktop,Basic,5,1
CUST_001518,Control,40.62,39.68,40.09,51.52,low,North,Desktop,Premium,16,0
CUST_001519,Treatment,26.91,15.95,28.78,39.02,medium,North,Mobile,Basic,12,0
CUST_001520,Treatment,57.74,66.84,66.84,74.25,medium,East,Mobile,Enterprise,15,0
CUST_001521,Control,46.08,66.02,63.19,61.86,medium,North,Desktop,Premium,60,0
CUST_001522,Control,13.63,9.34,6.11,17.57,low,West,Desktop,Basic,10,0
CUST_001523,Treatment,72.22,81.85,82.6,100.37,medium,North,Desktop,Premium,11,0
CUST_001524,Control,14.47,24.47,0.0,18.24,low,West,Mobile,Basic,27,0
CUST_001525,Control,164.03,180.08,186.51,182.64,medium,South,Mobile,Enterprise,1,1
CUST_001526,Control,78.42,88.28,80.45,90.16,low,North,Desktop,Enterprise,60,0
CUST_001527,Control,36.32,45.11,45.31,48.07,high,North,Desktop,Basic,13,0
CUST_001528,Treatment,73.09,86.62,69.98,97.41,medium,East,Desktop,Premium,9,0
CUST_001529,Control,79.19,77.99,75.02,92.68,high,South,Mobile,Premium,7,0
CUST_001530,Treatment,31.7,43.38,39.96,55.0,medium,North,Desktop,Basic,14,0
CUST_001531,Control,70.3,70.64,74.95,97.54,medium,South,Mobile,Enterprise,60,0
CUST_001532,Treatment,18.65,29.65,29.65,30.85,low,East,Desktop,Basic,6,0
CUST_001533,Treatment,10.42,19.74,14.72,17.15,low,South,Desktop,Basic,1,1
CUST_001534,Control,141.12,134.3,127.5,130.35,medium,East,Desktop,Enterprise,7,0
CUST_001535,Control,28.58,19.24,32.01,25.37,medium,West,Mobile,Basic,2,1
CUST_001536,Control,32.64,46.55,38.06,36.44,medium,North,Mobile,Basic,1,1
CUST_001537,Treatment,170.61,177.2,180.65,201.65,high,South,Desktop,Enterprise,1,1
CUST_001538,Control,57.56,78.41,78.96,65.86,medium,South,Desktop,Premium,47,0
CUST_001539,Treatment,90.36,115.31,102.61,133.03,high,East,Tablet,Premium,13,0
CUST_001540,Treatment,67.9,53.31,60.75,50.71,high,North,Mobile,Basic,1,1
CUST_001541,Control,31.68,25.22,25.65,35.41,low,East,Mobile,Premium,1,1
CUST_001542,Treatment,41.61,43.05,44.18,69.85,medium,West,Desktop,Basic,1,1
CUST_001543,Control,36.37,40.04,42.01,37.26,high,South,Desktop,Basic,9,0
CUST_001544,Treatment,93.95,85.77,96.15,96.59,low,North,Desktop,Enterprise,7,0
CUST_001545,Control,56.63,55.53,48.52,54.68,high,North,Mobile,Basic,2,1
CUST_001546,Treatment,24.85,5.52,29.42,29.15,medium,South,Desktop,Basic,1,1
CUST_001547,Treatment,77.72,88.35,86.91,107.83,high,East,Tablet,Premium,2,1
CUST_001548,Treatment,60.03,52.38,59.74,71.56,low,East,Desktop,Premium,1,1
CUST_001549,Treatment,71.75,71.11,73.47,55.78,low,North,Desktop,Enterprise,22,0
CUST_001550,Treatment,38.15,68.13,70.38,59.0,medium,South,Mobile,Enterprise,1,1
CUST_001551,Control,31.11,37.81,17.18,38.17,low,South,Desktop,Basic,25,0
CUST_001552,Control,89.87,86.4,103.14,101.07,medium,South,Desktop,Premium,1,1
CUST_001553,Control,14.48,12.0,12.18,5.14,low,East,Desktop,Basic,60,0
CUST_001554,Control,21.74,9.31,18.78,14.58,low,West,Desktop,Basic,4,1
CUST_001555,Control,63.1,61.34,38.95,64.23,low,West,Mobile,Premium,2,1
CUST_001556,Treatment,51.89,36.16,29.82,43.67,medium,West,Desktop,Basic,12,0
CUST_001557,Treatment,78.06,68.28,51.73,73.82,medium,South,Desktop,Premium,10,0
CUST_001558,Treatment,6.6,23.93,37.12,30.5,medium,East,Desktop,Basic,1,1
CUST_001559,Control,37.5,42.64,53.54,44.7,medium,South,Desktop,Basic,3,1
CUST_001560,Control,14.2,14.82,23.01,27.78,low,South,Desktop,Basic,16,0
CUST_001561,Treatment,34.27,33.5,37.37,39.56,high,East,Desktop,Basic,14,0
CUST_001562,Treatment,59.13,58.74,51.16,68.48,medium,East,Tablet,Premium,9,0
CUST_001563,Control,30.61,15.45,23.21,20.83,low,South,Mobile,Basic,15,0
CUST_001564,Treatment,22.79,20.28,31.65,38.28,low,West,Tablet,Premium,1,1
CUST_001565,Treatment,36.86,47.69,40.49,50.11,medium,West,Desktop,Premium,8,0
CUST_001566,Treatment,35.7,3.92,30.11,39.24,medium,West,Desktop,Basic,24,0
CUST_001567,Treatment,60.17,68.19,71.29,62.17,medium,West,Mobile,Premium,13,0
CUST_001568,Treatment,66.78,67.59,74.39,80.1,medium,South,Desktop,Premium,5,1
CUST_001569,Control,100.35,103.55,110.81,110.91,medium,South,Tablet,Premium,2,1
CUST_001570,Treatment,20.22,22.86,45.16,31.49,low,West,Mobile,Basic,11,0
CUST_001571,Control,82.48,76.17,77.96,70.37,high,West,Tablet,Basic,1,1
CUST_001572,Treatment,33.56,25.86,27.25,36.68,medium,West,Desktop,Premium,31,0
CUST_001573,Control,23.54,34.62,41.72,34.99,medium,South,Desktop,Basic,3,1
CUST_001574,Control,13.95,15.55,23.74,21.83,low,North,Tablet,Basic,3,1
CUST_001575,Control,69.46,81.6,78.15,65.22,medium,West,Desktop,Basic,15,0
CUST_001576,Treatment,41.82,50.15,70.34,59.17,high,North,Desktop,Premium,8,0
CUST_001577,Control,84.4,80.66,89.71,89.34,medium,East,Mobile,Premium,16,0
